original_title,metadata
The Fighter,drama sport irishamerican documentarycrew lowellmassachusetts bluecollarworker churchbells documentaryfilmmaking boxershorts jumpingrope shadowboxing duringcreditsstinger markwahlberg christianbale amyadams melissaleo mickeyo'keefe dendrietaylor jackmcgee biancahunter ericamcdermott jennalamia caitlindwyer chantysok jacksonnicoll frankrenzulli sugarrayleonard melissamcmeekin tedarcidi rossbickell seanmalone matthewmuzio alisonfolland thomasbenton jeremiahkissel kimcarrell daleplace bonnieaarons walterdriscoll jerrellleewesley ericweinstein anthonymolinari petercunningham brianchristensen jenweissenberg michaelbuffer larrymerchant jimlampley emanuelsteward royjonesjr. georgeforeman dickyeklundjr. charliealejandro josephbasile jeffreycorazzini conanmarchi brina luisadiaz shawnfogarty jodiebrunelle johnfranchi ginocafarelli alconti shawndoherty henrypenzi gerduany alexeast danmarshall jeffmartineau anastasiasanidopoulosmousis briggonsnow thomasolson ronshimshilashvili markfalvo susanfarese dennisjayfunny londonhall hunterwilichoski kimko dennislauricella davidstruffolino alicialove josepholiveira joesiriani davido.russell
Jackass Number Two,action comedy documentary wound disgust pain stunts stuntman stupidity bulle shocking johnnyknoxville bammargera steve-o chrispontius ryandunn daveengland jasonacuña prestonlacy ehrenmcghehey brandondicamillo jessmargera philmargera aprilmargera stephaniehodge spikejonze johnwaters tonyhawk mathoffman markzupan jefftremaine brandonnovak loomisfall dimitryelyashkevich seancliver triptaylor gregiguchi rickkosick mannypuig mikekassak clydesingleton mikejudge jefftremaine
My Cousin Vinny,comedy drama prison southernusa suspicion cousin court lawyer wrongfularrest joepesci ralphmacchio marisatomei mitchellwhitfield fredgwynne brucemcgill lanesmith austinpendleton raynorscheine jamesrebhorn chrisellis jonathanlynn
If I Stay,drama coma musician teenagegirl caraccident teenager outofbodyexperience teendrama basedonyoungadultnovel chloëgracemoretz jamieblackley lianaliberato mireilleenos stacykeach gabriellerose joshualeonard jakobdavies alimilner aishahinds gabrielleceryshaslett laurenleesmith adamsolomonian johnemmettracy chelahhorsdal christinewilles arielletuliao sarahgrey williamc.vaughan pauljarrett gilespanton davecollette davidorth camilleatebe annabelkershaw tobyhargrave primoallon johnshaw michaeladamthwaite jamesontrenholm donniemacneil genevievebuechner alisaweilerstein elisaking brettwise stevenjeays boydferguson sylvestastuart benklassen ryanstephenson tomvanderkam tonydubroy aliyaho'brien r.j.cutler
Drive Hard,action comedy crime  thomasjane johncusack zoeventoura damiengarvey christophermorris yessespence andrewbuchanan juliebrandt-richards nyawudachuol samcotton caitlinduff lachlanhalliwell victorialiu avrilmaas meglucas brookemelling maryo'neill briantrenchard-smith
Major League,comedy baseball sport sabotage sombrero baseballfield hardhat professionalsports comicstrip hotdog shortsighted voodooritual thebiggame tomberenger charliesheen corbinbernsen margaretwhitton jamesgammon renerusso wesleysnipes charlescyphers chelcieross dennishaysbert andyromano bobuecker steveyeager petervuckovich stacycarroll richardpickren kevincrowley maryseibel neilflynn davids.ward
St. Trinian's,comedy family sciencefiction solidarity snake exhibit musical shenanigan chaos receivingofstolengoods girls'boardingschool quizshow unorthodox debt principal anarchy groupoffriends duringcreditsstinger distillery talulahriley ruperteverett gemmaarterton colinfirth lenaheadey jodiewhittaker russellbrand annachancellor junotemple tamsinegerton antoniabernath amarakaran palomafaith kathryndrysdale lilycole hollymackie cloemackie lucypunch fenellawoolgar celiaimrie tobyjones caterinamurino stephenfry mischabarton terezasrbová milliefoster nathanielparker cherylcole nadinecoyle sarahharding nicolaroberts kimberleywalsh barnabythompson
Phone Booth,thriller drama terrorist phonebooth psychopath colinfarrell kiefersutherland forestwhitaker radhamitchell katieholmes paulajaiparker domenicklombardozzi jamesmacdonald benfoster joelschumacher
A Walk to Remember,drama romance basedonnovel theatregroup northcarolina theatremilieu highschool cancer comingofage tragiclove teenager starcrossedlovers mandymoore shanewest petercoyote darylhannah laurengerman claynecrawford pazdelahuerta mattlutz althompson jonathanparksjordan davidandrews davidleesmith xavierhernandez marisamiller paulajones eriksmith albutler sethhoward juliaannwest francese.davis deanmumford annefletcher mervynwarren charlese.bailey sheilabrothers kellycolechilders jennygulley adamshankman ryansweeney chipthomas robertc.treveiler adamshankman
Dead Man Walking,drama prison rape sociallydeprivedfamily penalty deathpenalty despair deathrow begnadigung therapist self-discovery prisoncell courtcase deathsentence doomedman sentence lethalinjection forgiveness charity mercypetition rageandhate unsociability rightandjustice court electricchair cowardliness susansarandon seanpenn robertprosky raymondj.barry r.leeermey celiaweston loissmith scottwilson robertamaxwell margomartindale jackblack rayaranha petersarsgaard bartonheyman steveboles nesbittblaisdell larrypine kevincooney clancybrown michaelcullen missyyager jennykrochmal jonabrahams arthurbridgers stevecarlisle evaamurrimartino jackhenryrobbins dennisneal mollybryant adelerobbins peteburris joanglover lenorebanks scottsowers corteznancejr. adamnelson jeremyknaster marcuslylebrown anthonymichaelfrederick thomasmcgowan codiescott helenprejean timrobbins
Cruel Intentions,drama romance thriller upperclass sexualobsession sex bet sadistic drugabuse brothersisterrelationship cynic cocaine virgin manipulation seduction loveletter privateschool innocence addiction love psychotherapy sarahmichellegellar ryanphillippe reesewitherspoon selmablair louisefletcher joshuajackson ericmabius seanpatrickthomas christinebaranski alainareedhall deborahoffner tarareid swoosiekurtz hertaware hiepthile charlieo'connell frednorris gingerwilliams drewsnyder philhawn rogerkumble
Saw VI,horror mystery aftercreditsstinger tobinbell costasmandylor betsyrussell markrolston peterouterbridge shawneesmith georgenewbern jamesgilbert athenakarkanis tanedrahoward samanthalemole martymoreau shawnahmed janellehutchison gerrymendicino carolinecave shaunamacdonald devonbostick dariusmccrary shawnmathieson melaniescrofano karencliche larissagomes billyotis gingerrurikobusch jonmack françoissagat jessierusu tenikadavis karlcampbell elledowns jamesvanpatten danduran niamhwilson kevingreutert
History of the World: Part I,comedy moses romanempire musical stoneage music juliuscaesar melbrooks domdeluise madelinekahn harveykorman clorisleachman roncarey gregoryhines pamelastephenson sheckygreene sidcaesar mary-margarethumes orsonwelles rudydeluca leighfrench richardkarron susettecarroll sammyshore j.j.barry earlfinn suzannekent michaelchampion howardmorris charliecallas denadietrich paulmazursky ronclark jackriley artmetrano dianeday hennyyoungman huntervonleer fritzfeld hughm.hefner patmccormick barrylevinson johnnysilver johnhurt fionarichmond nigelhawthorne beaarthur melbrooks
The Secret Life of Bees,adventure womandirector dakotafanning queenlatifah jenniferhudson sophieokonedo aliciakeys sharonconley paulbettany tristanmackwilds hilarieburton emilyalynlind nateparker ginaprince-bythewood
Corky Romano,action comedy crime  chriskattan vinessashaw peterfalk peterberg chrispenn fredward richardroundtree rogerfan davesheridan michaelmassee vincentpastore fionahale matthewglave kipking aleben robpritts
Raising Cain,drama horror thriller crime  johnlithgow lolitadavidovich stevenbauer francessternhagen gregghenry tombower melharris teriaustin gabriellecarteris bartonheyman amandapombo kathleencallan edhooks karenkahn noemontoya riqboogieespinoza carolynmorrell w.allentaylor scotttownley maryuhland steveschill jamesvanharper briandepalma
F.I.S.T.,drama action  sylvesterstallone rodsteiger peterboyle melindadillon davidhuffman tonylobianco jameskaren briandennehy frankmcrae richardherd anthonykiedis brucemcgill robertlipton kevinconway normanjewison
Invaders from Mars,sciencefiction spaceinvasion remake alieninvasion karenblack huntercarson timothybottoms larainenewman jameskaren budcort louisefletcher ericpierpoint christopherallport virginyakeehne kennethkimmins charliedell chrishebert masonnupuf williamfrankfather debraberger eddydonno markgiardino donaldhotton jimmyhunt williambassett daledye scottleva stevenlambert debbieleecarrington tonycox salfondacaro randallwulff tobehooper
Brooklyn,drama romance lovetriangle basedonnovel homesickness vororte ship community marriage workingclass boardinghouse ireland brooklynnewyorkcity journey duallife irishimmigrant 1950s saoirseronan domhnallgleeson emorycohen jimbroadbent juliewalters fionaglascott janebrennan bridbrennan jessicaparé emilybettrickards evemacklin nora-janenoone eileeno'higgins evabirthistle jennmurray petercampion michaelzegen jamesdigiacomo christiandelacortina paulinonunes ellendavid samanthamunro maevemcgrath niamhmccann iarlao'lionaird alaingoulem ainenimhuiri emmalowe maryo'driscoll denisconway garylydon karenardiff mellacarron mattglynn barbaradrennan gillianmccarthy jamescorscadden janewheeler adrienbenn ellisrockburn erikarosenbaum maxwalker tadhgmcmahon paulstewart karenbelfo michelinepoitras johncrowley
Barry Lyndon,drama romance war palace britisharmy fencing epic debt ireland britishsoldier sevenyearswar nobility prussia ryano'neal marisaberenson hardykrüger dianakörner frankmiddlemass arthuro'sullivan godfreyquigley leonardrossiter philipstone patrickmagee stevenberkoff gayhamilton mariekean murraymelvin andrémorell leonvitali billyboyle stanleykubrick
Out Cold,comedy manager alcohol races mountains gondola snowboarding airplane father sport prank alaska malefemalerelationship drughumor hottub skiresort jasonlondon leemajors zachgalifianakis victoriasilvstedt davidkoechner williegarson a.j.cook carolinedhavernas flexalexander derekhamilton lewisarquette brendanmalloy
The Ladies Man,comedy femalenudity tattoo radio cheatonhusband eatingcontest timmeadows karynparsons billydeewilliams johnwitherspoon jilltalley leeevans willferrell sofiamilos eugenelevy davidhuband jammer kenhudsoncampbell kevinmcdonald tamalajones juliannemoore tiffanithiessen rockycarroll arnoldpinnock shaunmajumder diegofuentes seanthibodeau markmckinney chrisparnell reginaldhudlin
Quartet,drama comedy romance musician concert retired maggiesmith tomcourtenay billyconnolly paulinecollins michaelgambon sheridansmith jumaynhunter sholaadewusi andrewsachs trevorpeacock davidryall michaelbyrne ronniefox lukenewberry dustinhoffman
Tomcats,comedy romance compulsivegambling roulette stagnight groupoffriends jerryo'connell shannonelizabeth jakebusey horatiosanz berniecasey jaimepressly davidogdenstiers billmaher dakotafanning gregorypoirier
Frailty,drama thriller crime angel sheriff lossofmother 1970s texas dream rosegarden grave ax insanity murder mechanic vision serialkiller punishment demon fbiagent gloves religiousfanatic remorse flashback forcedtokill billpaxton matthewmcconaughey powersboothe matto'leary jeremysumpter lukeaskew levikreis derkcheetwood missycrider alandavidson cynthiaettinger gwenmcgee rebeccatilney billpaxton
Woman in Gold,drama nazis basedontruestory art stolenpainting helenmirren ryanreynolds tatianamaslany katieholmes maxirons charlesdance danielbrühl tomschilling elizabethmcgovern antjetraue jonathanpryce francesfisher moritzbleibtreu allancorduner henrygoodman oliviasilhavy benmiles almahasun justusvondohnányi ludgerpistor ninakunzendorf crystalclarke anthonyhowell nellieschillimg milicabogojevic christiandolezal rolfsaxon harryditson stephengreif johnmoraitis dorondavidson millythomas corneliaivancan simoncurtis
Kinsey,drama freelove sex sexuality indiana professor research interview biography marriage criticismandblame homosexuality morality student taboo teaching indianauniversity sexologist liamneeson lauralinney chriso'donnell petersarsgaard timothyhutton johnlithgow timcurry dagmaradomińczyk dylanbaker juliannenicholson williamsadler johnmcmartin veronicacartwright kathleenchalfant heathergoldenhersh oliverplatt lukemacfarlane johnkrasinski randyredd marahobel billcondon
Army of Darkness,fantasy horror comedy prophecy witch swordplay supermarket castle catapult chainsaw timeframe skeleton pit windmill incantation timetravel undead knight zombie middleages goodandbad necronomicon doppelganger brucecampbell embethdavidtz marcusgilbert ianabercrombie richardgrove timothypatrickquill michaelearlreid bridgetfonda patriciatallman tedraimi dekeanderson samraimi
Slackers,comedy romance malenudity drugabuse jobinterview eavesdropping fall comedy troll cheatingwife backpack spongebath repairman jasonsegel devonsawa jasonschwartzman jaimeking camerondiaz lauraprepon michaelc.maronna jimrash retta geddewatanabe heidikramer ginagershon deweynicks
What's Eating Gilbert Grape,romance drama brotherbrotherrelationship mentallydisabled iowa widow dysfunctionalfamily independentfilm johnnydepp leonardodicaprio juliettelewis darlenecates marysteenburgen lauraharrington marykateschellhardt johnc.reilly kevintighe crispinglover robertb.hedges georgehaynes cameronfinley monaleefultz penelopebranning kaybower timsimek joestevens timgreen susanloughran bradycoleman markjordan nicholasstojanovich danielgullahorn libbyvillari lassehallström
